Country,Source,Sex,Education,Area type,Year,Value
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 3. Upper secondary education,Area type: Rural,2013,70
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 3. Upper secondary education,Area type: Urban,2013,66
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 5. Short-cycle tertiary education,Area type: National,2013,86.2
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 5. Short-cycle tertiary education,Area type: Rural,2013,87.1
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 5. Short-cycle tertiary education,Area type: Urban,2013,84.6
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 6. Bachelor's or equivalent level,Area type: National,2013,80.4
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 6. Bachelor's or equivalent level,Area type: Rural,2013,87.8
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 6. Bachelor's or equivalent level,Area type: Urban,2013,71.4
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 9. Not elsewhere classified,Area type: National,2013,46.8
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 9. Not elsewhere classified,Area type: Rural,2013,48.9
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 9. Not elsewhere classified,Area type: Urban,2013,43.1
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: Total,Area type: National,2013,34.2
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: Total,Area type: Rural,2013,35.7
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: Total,Area type: Urban,2013,27.1
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: X. No schooling,Area type: National,2013,26.7
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: X. No schooling,Area type: Rural,2013,27.4
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: X. No schooling,Area type: Urban,2013,20.4
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 0. Early childhood education,Area type: National,2013,33.1
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 0. Early childhood education,Area type: Rural,2013,34.3
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 0. Early childhood education,Area type: Urban,2013,21.4
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 1. Primary education,Area type: National,2013,30.6
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 1. Primary education,Area type: Rural,2013,32.8
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 1. Primary education,Area type: Urban,2013,18.8
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 2. Lower secondary education,Area type: National,2013,31.1
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 2. Lower secondary education,Area type: Rural,2013,32.7
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 2. Lower secondary education,Area type: Urban,2013,21.6
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 3. Upper secondary education,Area type: National,2013,36.5
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 3. Upper secondary education,Area type: Rural,2013,38.3
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 3. Upper secondary education,Area type: Urban,2013,30.1
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 5. Short-cycle tertiary education,Area type: National,2013,80.7
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 5. Short-cycle tertiary education,Area type: Rural,2013,86.2
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 5. Short-cycle tertiary education,Area type: Urban,2013,66.8
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 6. Bachelor's or equivalent level,Area type: National,2013,78.2
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 6. Bachelor's or equivalent level,Area type: Rural,2013,80
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 6. Bachelor's or equivalent level,Area type: Urban,2013,74.5
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 9. Not elsewhere classified,Area type: National,2013,26.6
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 9. Not elsewhere classified,Area type: Rural,2013,
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 9. Not elsewhere classified,Area type: Urban,2013,
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Total,Area type: National,2011,52.9
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Total,Area type: Rural,2011,53.7
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Total,Area type: Urban,2011,47.6
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Less than basic,Area type: National,2011,49
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Less than basic,Area type: Rural,2011,49.8
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Less than basic,Area type: Urban,2011,40.9
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Basic,Area type: National,2011,53.4
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Basic,Area type: Rural,2011,54.4
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Basic,Area type: Urban,2011,45.3
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Intermediate,Area type: National,2011,51.4
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Intermediate,Area type: Rural,2011,52.2
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Intermediate,Area type: Urban,2011,47.6
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Advanced,Area type: National,2011,82.8
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Advanced,Area type: Rural,2011,85.9
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Advanced,Area type: Urban,2011,75.9
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Total,Area type: National,2011,74
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Total,Area type: Rural,2011,74.7
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Total,Area type: Urban,2011,69.7
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Less than basic,Area type: National,2011,70.7
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Less than basic,Area type: Rural,2011,70.8
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Less than basic,Area type: Urban,2011,68.8
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Basic,Area type: National,2011,76.4
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Basic,Area type: Rural,2011,76.8
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Basic,Area type: Urban,2011,73.2
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Intermediate,Area type: National,2011,70.1
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Intermediate,Area type: Rural,2011,71.3
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Intermediate,Area type: Urban,2011,65
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Advanced,Area type: National,2011,85.6
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Advanced,Area type: Rural,2011,90.3
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Advanced,Area type: Urban,2011,76.8
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Total,Area type: National,2011,34.2
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Total,Area type: Rural,2011,35.2
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Total,Area type: Urban,2011,27.9
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Less than basic,Area type: National,2011,32.4
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Less than basic,Area type: Rural,2011,33.2
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Less than basic,Area type: Urban,2011,23.6
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Basic,Area type: National,2011,31.3
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Basic,Area type: Rural,2011,32.8
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Basic,Area type: Urban,2011,19.9
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Intermediate,Area type: National,2011,36.1
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Intermediate,Area type: Rural,2011,37
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Intermediate,Area type: Urban,2011,32
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Advanced,Area type: National,2011,80.2
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Advanced,Area type: Rural,2011,82.2
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Advanced,Area type: Urban,2011,74.7
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: Total,Area type: National,2011,52.9
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: Total,Area type: Rural,2011,53.7
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: Total,Area type: Urban,2011,47.6
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: X. No schooling,Area type: National,2011,38.4
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: X. No schooling,Area type: Rural,2011,38.8
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: X. No schooling,Area type: Urban,2011,35.2
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 0. Early childhood education,Area type: National,2011,53
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 0. Early childhood education,Area type: Rural,2011,53.8
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 0. Early childhood education,Area type: Urban,2011,43.4
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 1. Primary education,Area type: National,2011,55.6
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 1. Primary education,Area type: Rural,2011,56.8
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 1. Primary education,Area type: Urban,2011,46
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 2. Lower secondary education,Area type: National,2011,51.9
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 2. Lower secondary education,Area type: Rural,2011,52.9
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 2. Lower secondary education,Area type: Urban,2011,44.9
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 3. Upper secondary education,Area type: National,2011,51.4
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 3. Upper secondary education,Area type: Rural,2011,52.2
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 3. Upper secondary education,Area type: Urban,2011,47.6
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 5. Short-cycle tertiary education,Area type: National,2011,82.5
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 5. Short-cycle tertiary education,Area type: Rural,2011,86.1
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 5. Short-cycle tertiary education,Area type: Urban,2011,73.6
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 6. Bachelor's or equivalent level,Area type: National,2011,84.4
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 6. Bachelor's or equivalent level,Area type: Rural,2011,84.3
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 6. Bachelor's or equivalent level,Area type: Urban,2011,84.6
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: Total,Area type: National,2011,74
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: Total,Area type: Rural,2011,74.7
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: Total,Area type: Urban,2011,69.7
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: X. No schooling,Area type: National,2011,60.3
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: X. No schooling,Area type: Rural,2011,60
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: X. No schooling,Area type: Urban,2011,63.1
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 0. Early childhood education,Area type: National,2011,73.1
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 0. Early childhood education,Area type: Rural,2011,73.3
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 0. Early childhood education,Area type: Urban,2011,70.5
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 1. Primary education,Area type: National,2011,78.4
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 1. Primary education,Area type: Rural,2011,78.6
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 1. Primary education,Area type: Urban,2011,76.5
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 2. Lower secondary education,Area type: National,2011,75
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 2. Lower secondary education,Area type: Rural,2011,75.5
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 2. Lower secondary education,Area type: Urban,2011,71.4
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 3. Upper secondary education,Area type: National,2011,70.1
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 3. Upper secondary education,Area type: Rural,2011,71.3
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 3. Upper secondary education,Area type: Urban,2011,65
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 5. Short-cycle tertiary education,Area type: National,2011,85.7
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 5. Short-cycle tertiary education,Area type: Rural,2011,90.3
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 5. Short-cycle tertiary education,Area type: Urban,2011,76.3
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 6. Bachelor's or equivalent level,Area type: National,2011,85
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 6. Bachelor's or equivalent level,Area type: Rural,2011,90.3
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 6. Bachelor's or equivalent level,Area type: Urban,2011,78.5
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: Total,Area type: National,2011,34.2
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: Total,Area type: Rural,2011,35.2
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: Total,Area type: Urban,2011,27.9
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: X. No schooling,Area type: National,2011,28.8
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: X. No schooling,Area type: Rural,2011,29.3
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: X. No schooling,Area type: Urban,2011,24.1
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 0. Early childhood education,Area type: National,2011,34.1
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 0. Early childhood education,Area type: Rural,2011,35.2
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 0. Early childhood education,Area type: Urban,2011,23.3
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 1. Primary education,Area type: National,2011,32.4
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 1. Primary education,Area type: Rural,2011,34.1
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 1. Primary education,Area type: Urban,2011,19.8
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 2. Lower secondary education,Area type: National,2011,30.6
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 2. Lower secondary education,Area type: Rural,2011,32
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 2. Lower secondary education,Area type: Urban,2011,19.9
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 3. Upper secondary education,Area type: National,2011,36.1
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 3. Upper secondary education,Area type: Rural,2011,37
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 3. Upper secondary education,Area type: Urban,2011,32
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 5. Short-cycle tertiary education,Area type: National,2011,79.6
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 5. Short-cycle tertiary education,Area type: Rural,2011,82.8
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 5. Short-cycle tertiary education,Area type: Urban,2011,70.5
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 6. Bachelor's or equivalent level,Area type: National,2011,83.7
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 6. Bachelor's or equivalent level,Area type: Rural,2011,77.9
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 6. Bachelor's or equivalent level,Area type: Urban,2011,95.5
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Total,Area type: National,2010,53.3
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Total,Area type: Rural,2010,54.3
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Total,Area type: Urban,2010,46.7
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Less than basic,Area type: National,2010,48.4
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Less than basic,Area type: Rural,2010,49.1
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Less than basic,Area type: Urban,2010,40
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Basic,Area type: National,2010,53.9
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Basic,Area type: Rural,2010,55.2
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Basic,Area type: Urban,2010,44.7
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Intermediate,Area type: National,2010,52.4
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Intermediate,Area type: Rural,2010,53.4
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Intermediate,Area type: Urban,2010,47.1
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Advanced,Area type: National,2010,82.9
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Advanced,Area type: Rural,2010,84.3
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Advanced,Area type: Urban,2010,79.1
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Total,Area type: National,2010,75
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Total,Area type: Rural,2010,75.5
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Total,Area type: Urban,2010,71.2
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Less than basic,Area type: National,2010,70.7
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Less than basic,Area type: Rural,2010,70.9
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Less than basic,Area type: Urban,2010,67.4
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Basic,Area type: National,2010,76.9
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Basic,Area type: Rural,2010,77.4
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Basic,Area type: Urban,2010,73.3
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Intermediate,Area type: National,2010,72.2
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Intermediate,Area type: Rural,2010,73.1
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Intermediate,Area type: Urban,2010,67.5
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Advanced,Area type: National,2010,86.7
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Advanced,Area type: Rural,2010,88.5
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Advanced,Area type: Urban,2010,82.1
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Total,Area type: National,2010,34.3
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Total,Area type: Rural,2010,35.6
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Total,Area type: Urban,2010,26.3
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Less than basic,Area type: National,2010,32
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Less than basic,Area type: Rural,2010,32.9
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Less than basic,Area type: Urban,2010,22.6
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Basic,Area type: National,2010,31.6
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Basic,Area type: Rural,2010,33.4
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Basic,Area type: Urban,2010,19.6
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Intermediate,Area type: National,2010,36.7
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Intermediate,Area type: Rural,2010,37.8
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Intermediate,Area type: Urban,2010,30.8
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Advanced,Area type: National,2010,79.3
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Advanced,Area type: Rural,2010,80.4
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Advanced,Area type: Urban,2010,75.7
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: Total,Area type: National,2010,53.3
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: Total,Area type: Rural,2010,54.3
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: Total,Area type: Urban,2010,46.7
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: X. No schooling,Area type: National,2010,37.5
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: X. No schooling,Area type: Rural,2010,37.5
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: X. No schooling,Area type: Urban,2010,36.6
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 0. Early childhood education,Area type: National,2010,52.6
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 0. Early childhood education,Area type: Rural,2010,53.5
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 0. Early childhood education,Area type: Urban,2010,41.6
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 1. Primary education,Area type: National,2010,56.6
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 1. Primary education,Area type: Rural,2010,58.4
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 1. Primary education,Area type: Urban,2010,43.8
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 2. Lower secondary education,Area type: National,2010,52.1
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 2. Lower secondary education,Area type: Rural,2010,53.1
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 2. Lower secondary education,Area type: Urban,2010,45.3
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 3. Upper secondary education,Area type: National,2010,52.4
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 3. Upper secondary education,Area type: Rural,2010,53.4
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 3. Upper secondary education,Area type: Urban,2010,47.1
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 5. Short-cycle tertiary education,Area type: National,2010,83.5
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 5. Short-cycle tertiary education,Area type: Rural,2010,84.8
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 5. Short-cycle tertiary education,Area type: Urban,2010,79.3
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 6. Bachelor's or equivalent level,Area type: National,2010,80.2
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 6. Bachelor's or equivalent level,Area type: Rural,2010,81.3
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 6. Bachelor's or equivalent level,Area type: Urban,2010,78.1
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: Total,Area type: National,2010,75
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: Total,Area type: Rural,2010,75.5
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: Total,Area type: Urban,2010,71.2
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: X. No schooling,Area type: National,2010,60
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: X. No schooling,Area type: Rural,2010,60
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: X. No schooling,Area type: Urban,2010,59.6
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 0. Early childhood education,Area type: National,2010,73.3
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 0. Early childhood education,Area type: Rural,2010,73.5
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 0. Early childhood education,Area type: Urban,2010,70.4
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 1. Primary education,Area type: National,2010,79.1
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 1. Primary education,Area type: Rural,2010,79.7
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 1. Primary education,Area type: Urban,2010,74
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 2. Lower secondary education,Area type: National,2010,75.4
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 2. Lower secondary education,Area type: Rural,2010,75.8
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 2. Lower secondary education,Area type: Urban,2010,72.8
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 3. Upper secondary education,Area type: National,2010,72.2
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 3. Upper secondary education,Area type: Rural,2010,73.1
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 3. Upper secondary education,Area type: Urban,2010,67.5
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 5. Short-cycle tertiary education,Area type: National,2010,87.6
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 5. Short-cycle tertiary education,Area type: Rural,2010,89.2
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 5. Short-cycle tertiary education,Area type: Urban,2010,83.2
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 6. Bachelor's or equivalent level,Area type: National,2010,82.4
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 6. Bachelor's or equivalent level,Area type: Rural,2010,84.7
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 6. Bachelor's or equivalent level,Area type: Urban,2010,78.1
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: Total,Area type: National,2010,34.3
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: Total,Area type: Rural,2010,35.6
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: Total,Area type: Urban,2010,26.3
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: X. No schooling,Area type: National,2010,27.9
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: X. No schooling,Area type: Rural,2010,28.2
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: X. No schooling,Area type: Urban,2010,25.5
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 0. Early childhood education,Area type: National,2010,34.2
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 0. Early childhood education,Area type: Rural,2010,35.3
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 0. Early childhood education,Area type: Urban,2010,21
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 1. Primary education,Area type: National,2010,33.4
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 1. Primary education,Area type: Rural,2010,35.6
